internal_id,Indicator,indicator_id,measurement_type_id,Measure,how_calculated,display_type_id,DisplayType_desc,source_id,Source,SourceDescription,public_display_flag
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,"<p>To learn more about the HVI calculations, visit the&nbsp;<a href=""http://a816-dohbesp.nyc.gov/IndicatorPublic/EPHTPDF/HVI_FAQ.pdf"">HVI FAQ</a>.</p>",,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,"<p>Visit&nbsp;<a href=""http://www.nyc.gov/health/heat"">www.nyc.gov/health/heat</a>&nbsp;for more information about heat illness and how to prevent it.&nbsp;<a href=""https://www.health.ny.gov/environmental/weather/vulnerability_index/index.htm"">NYS has its own HVI information</a>.</p>",,,,,,
2191,Heat Vulnerability Index,822,232,Score,<p>Each neighborhood receives a score from 1 (lowest risk) to 5 (highest risk) based on a statistical model that uses social and environmental factors to estimate risk of heat-related death across NYC neighborhoods.&nbsp;<strong>A low vulnerability score does not mean no risk</strong>.&nbsp;Every neighborhood has residents at risk for heat illness and death. Residents who are at highest heat risk are those who do not have or use air conditioning&nbsp;<strong>AND</strong>&nbsp;are older or have chronic health conditions or serious mental illnesses.</p>,62,Lowest 1  -  Highest 5,94,U.S. Geological Survey LandSat (2018),U.S. Geological Survey LandSat (2018),Y
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,"<p>To learn more about the HVI calculations, visit the&nbsp;<a href=""http://a816-dohbesp.nyc.gov/IndicatorPublic/EPHTPDF/HVI_FAQ.pdf"">HVI FAQ</a>.</p>",,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,"<p>Visit&nbsp;<a href=""http://www.nyc.gov/health/heat"">www.nyc.gov/health/heat</a>&nbsp;for more information about heat illness and how to prevent it.&nbsp;<a href=""https://www.health.ny.gov/environmental/weather/vulnerability_index/index.htm"">NYS has its own HVI information</a>.</p>",,,,,,
2191,Heat Vulnerability Index,822,232,Score,<p>Each neighborhood receives a score from 1 (lowest risk) to 5 (highest risk) based on a statistical model that uses social and environmental factors to estimate risk of heat-related death across NYC neighborhoods.&nbsp;<strong>A low vulnerability score does not mean no risk</strong>.&nbsp;Every neighborhood has residents at risk for heat illness and death. Residents who are at highest heat risk are those who do not have or use air conditioning&nbsp;<strong>AND</strong>&nbsp;are older or have chronic health conditions or serious mental illnesses.</p>,62,Lowest 1  -  Highest 5,95,United States Census Housing and Vacancy Survey (2017),United States Census Housing and Vacancy Survey (2017),Y
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,"<p>To learn more about the HVI calculations, visit the&nbsp;<a href=""http://a816-dohbesp.nyc.gov/IndicatorPublic/EPHTPDF/HVI_FAQ.pdf"">HVI FAQ</a>.</p>",,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,"<p>Visit&nbsp;<a href=""http://www.nyc.gov/health/heat"">www.nyc.gov/health/heat</a>&nbsp;for more information about heat illness and how to prevent it.&nbsp;<a href=""https://www.health.ny.gov/environmental/weather/vulnerability_index/index.htm"">NYS has its own HVI information</a>.</p>",,,,,,
2207,Disinfection By-Product in Drinking Water (TTHM),861,225,Qtr Maximum Allowable Contaminant Level (MCL),<p><span>&nbsp;The highest level of TTHM that is allowed in drinking water according to regulatory standards</span></p>,10,,38,US EPA,United States Environmental Protection Agency (EPA),Y
2207,Disinfection By-Product in Drinking Water (TTHM),862,223,Quarterly Average Concentration,"<p><span>Samples are collected from the drinking water distribution system, and concentrations of chloroform, bromodichloromethane, dibromochloromethane, and bromoform are summed within samples to derive a measure of total trihalomethane (TTHM). If a concentration is below the limit of detection (LOD), a value equal to one half the LOD is assigned.&nbsp;Total concentrations are averaged over each quarter.</span></p>",47,µg/L,35,NYS SDWIS,New York State Safe Drinking Water Information System,Y
2207,Disinfection By-Product in Drinking Water (TTHM),863,224,Quarterly Maximum Concentration,"<p><span>Samples are collected from the drinking water distribution system, and concentrations of chloroform, bromodichloromethane, dibromochloromethane, and bromoform are summed within samples to derive a measure of total trihalomethane (TTHM). If a concentration is below the limit of detection (LOD), a value equal to one half the LOD is assigned. The maximum total concentration is identified for each quarter.</span></p>",47,µg/L,35,NYS SDWIS,New York State Safe Drinking Water Information System,Y
2207,Disinfection By-Product in Drinking Water (TTHM),864,169,Maximum Allowable Contaminant Level (MCL),<p><span>tThe highest level of <span>total trihalomethanes (TTHM)</span> that is allowed in drinking water according to regulatory standards.</span></p>,47,µg/L,38,US EPA,United States Environmental Protection Agency (EPA),Y
2207,Disinfection By-Product in Drinking Water (TTHM),865,118,Maximum Concentration,"<p><span>Samples are collected from the drinking water distribution system, and concentrations of chloroform, bromodichloromethane, dibromochloromethane, and bromoform are summed within samples to derive a measure of total trihalomethane (TTHM). If a concentration is below the limit of detection (LOD), a value equal to one half the LOD is assigned. The maximum total concentration is identified for each year.</span></p>",47,µg/L,35,NYS SDWIS,New York State Safe Drinking Water Information System,Y
2207,Disinfection By-Product in Drinking Water (TTHM),866,119,Number of Samples,<p><span>The number of&nbsp;<span>total trihalomethanes (TTHM)</span> samples taken throughout the distribution system.</span></p>,10,,35,NYS SDWIS,New York State Safe Drinking Water Information System,Y
2207,Disinfection By-Product in Drinking Water (TTHM),867,117,Annual Average Concentration,"<p><span>Samples are collected from the drinking water distribution system, and concentrations of chloroform, bromodichloromethane, dibromochloromethane, and bromoform are summed within samples to derive a measure of total trihalomethane (TTHM). If a concentration is below the limit of detection (LOD), a value equal to one half the LOD is assigned. Total concentrations are averaged over the year.</span></p>",47,µg/L,35,NYS SDWIS,New York State Safe Drinking Water Information System,Y
2207,Disinfection By-Product in Drinking Water (TTHM),868,120,Number of Sample Locations,<p><span>The number of <span>total trihalomethanes (TTHM)</span> samples taken throughout the distribution system.</span></p>,10,,35,NYS SDWIS,New York State Safe Drinking Water Information System,Y
2208,Hospitalizations for Asbestosis,871,255,3-Year Average Annual Rate,"<p>Number of hospitalizations with an asbestosis ICD-9-CM diagnosis code of 501, among NYC residents aged 15 years or older, over a three-year period, divided by the population of NYC residents aged 15 years or older, expressed as 3-year average annual rate per 100,000 residents.</p>",65,"per 100,000 residents aged 15 years or older",69,SPARCS,Statewide Planning and Research Cooperative System,Y
2208,Hospitalizations for Asbestosis,871,255,3-Year Average Annual Rate,"<p>Number of hospitalizations with an asbestosis ICD-9-CM diagnosis code of 501, among NYC residents aged 15 years or older, over a three-year period, divided by the population of NYC residents aged 15 years or older, expressed as 3-year average annual rate per 100,000 residents.</p>",65,"per 100,000 residents aged 15 years or older",70,U.S. Census Bureau Population Estimates,U.S. Census Bureau Population Estimates (V2016),Y
2208,Hospitalizations for Asbestosis,879,240,3-Year Number Aged 15 Years or Older,"<p>Number of hospitalizations with an asbestosis ICD-9-CM diagnosis code of 501, among NYC residents aged 15 years or older, over a 3-year period.&nbsp;</p>",10,,69,SPARCS,Statewide Planning and Research Cooperative System,Y
2209,Elevated Blood Lead Levels among Persons Aged 16 or Older,872,235,3-Year Number BLL >=10 µg/dL,<p>Number of&nbsp;NYC residents aged 16 years or older with blood lead levels (BLL) greater than or equal to&nbsp;10 micrograms per deciliter over the 3-year period.</p>,10,,63,NYS HMR,New York State Heavy Metal Registry,Y
2209,Elevated Blood Lead Levels among Persons Aged 16 or Older,873,239,3-Year Average Annual Rate BLL >=25 µg/dL,"<p><span>Number of NYC residents aged 16 years and older with blood lead levels greater than or equal to&nbsp;25 micrograms per deciliter over the 3-year period, divided by the employed NYC population aged&nbsp;16 years or older in each of the 3 years, expressed as 3-year average annual rate per 100,000 employed persons.</span></p>",59,"per 100,000 employed",63,NYS HMR,New York State Heavy Metal Registry,Y
2209,Elevated Blood Lead Levels among Persons Aged 16 or Older,873,239,3-Year Average Annual Rate BLL >=25 µg/dL,"<p><span>Number of NYC residents aged 16 years and older with blood lead levels greater than or equal to&nbsp;25 micrograms per deciliter over the 3-year period, divided by the employed NYC population aged&nbsp;16 years or older in each of the 3 years, expressed as 3-year average annual rate per 100,000 employed persons.</span></p>",59,"per 100,000 employed",68,U.S. Department of Labor BLS CPS,U.S. Bureau of Labor Statistics Current Population Survey,Y
2209,Elevated Blood Lead Levels among Persons Aged 16 or Older,878,238,3-Year Number BLL >=25 µg/dL,<p><span>Number of&nbsp;NYC residents aged 16 years or older with blood lead levels greater than or equal to&nbsp;25 micrograms per deciliter over the 3-year period.&nbsp;</span></p>,10,,63,NYS HMR,New York State Heavy Metal Registry,Y
2209,Elevated Blood Lead Levels among Persons Aged 16 or Older,880,236,3-Year Average Annual Rate BLL >=10 µg/dL,"<p><span>Number of NYC residents aged 16 years and older with blood lead levels greater than or equal to&nbsp;10 micrograms per deciliter over the 3-year period, divided by the employed NYC population aged&nbsp;16 years or older in each of the 3 years, expressed as 3-year average annual rate per 100,000 employed persons.</span></p>",59,"per 100,000 employed",63,NYS HMR,New York State Heavy Metal Registry,Y
2209,Elevated Blood Lead Levels among Persons Aged 16 or Older,880,236,3-Year Average Annual Rate BLL >=10 µg/dL,"<p><span>Number of NYC residents aged 16 years and older with blood lead levels greater than or equal to&nbsp;10 micrograms per deciliter over the 3-year period, divided by the employed NYC population aged&nbsp;16 years or older in each of the 3 years, expressed as 3-year average annual rate per 100,000 employed persons.</span></p>",59,"per 100,000 employed",68,U.S. Department of Labor BLS CPS,U.S. Bureau of Labor Statistics Current Population Survey,Y
2210,Hospitalizations for Pneumoconiosis,874,255,3-Year Average Annual Rate,"<p>Number of hospitalizations with a pneumoconiosis&nbsp;ICD-9-CM diagnosis&nbsp;code 500 - 505&nbsp;or an ICD-10-CM diagnosis code&nbsp;J60 - J64, among NYC residents aged 15 years or older, divided by the population of NYC residents aged 15 years or older, expressed as 3-year average annual rate per 100,000 residents.</p>",65,"per 100,000 residents aged 15 years or older",69,SPARCS,Statewide Planning and Research Cooperative System,Y
2210,Hospitalizations for Pneumoconiosis,874,255,3-Year Average Annual Rate,"<p>Number of hospitalizations with a pneumoconiosis&nbsp;ICD-9-CM diagnosis&nbsp;code 500 - 505&nbsp;or an ICD-10-CM diagnosis code&nbsp;J60 - J64, among NYC residents aged 15 years or older, divided by the population of NYC residents aged 15 years or older, expressed as 3-year average annual rate per 100,000 residents.</p>",65,"per 100,000 residents aged 15 years or older",70,U.S. Census Bureau Population Estimates,U.S. Census Bureau Population Estimates (V2016),Y
2210,Hospitalizations for Pneumoconiosis,877,240,3-Year Number Aged 15 Years or Older,"<p>Number of hospitalizations with a pneumoconiosis&nbsp;ICD-9-CM diagnosis&nbsp;code 500 - 505&nbsp;or an ICD-10-CM diagnosis code&nbsp;J60 - J64, among NYC residents aged 15 years or older, over a 3-year period.</p>",10,,69,SPARCS,Statewide Planning and Research Cooperative System,Y
2211,Hospitalizations Billed to Workers Compensation,875,255,3-Year Average Annual Rate,"<p>Number of hospitalizations among employed NYC residents aged 16 years or older with workers&rsquo; compensation listed as the primary payer over a 3-year period, divided by the population of employed NYC residents aged 16 years or older in each of these years, expressed as a 3-year average annual rate per 100,000.</p>",59,"per 100,000 employed",69,SPARCS,Statewide Planning and Research Cooperative System,Y
2211,Hospitalizations Billed to Workers Compensation,875,255,3-Year Average Annual Rate,"<p>Number of hospitalizations among employed NYC residents aged 16 years or older with workers&rsquo; compensation listed as the primary payer over a 3-year period, divided by the population of employed NYC residents aged 16 years or older in each of these years, expressed as a 3-year average annual rate per 100,000.</p>",59,"per 100,000 employed",68,U.S. Department of Labor BLS CPS,U.S. Bureau of Labor Statistics Current Population Survey,Y
2211,Hospitalizations Billed to Workers Compensation,876,256,3-Year Number of Employed,<p>Number of hospitalizations among employed NYC residents aged 16 years or older with workers&rsquo; compensation listed as the primary payer in hospital discharge data over a 3-year period.&nbsp;</p>,10,,69,SPARCS,Statewide Planning and Research Cooperative System,Y
2214,Work-Related Deaths across All Industries,882,2,Number,<p>Number of fatal work-related injuries occurring in NYC and reported to the U.S. Bureau of Labor Statistics Census of Fatal Occupational Injuries.</p>,10,,64,US BLS CFOI,U.S. Bureau of Labor Statistics Census of Fatal Occupational Injuries,Y
2214,Work-Related Deaths across All Industries,883,1,Estimated Annual Rate,"<p>Number of fatal work-related injuries occurring in NYC and reported to the U.S. Bureau of Labor Statistics, divided by the size of the NYC workforce, expressed as deaths per 10,000 workers.</p>",64,"per 10,000 employed",68,U.S. Department of Labor BLS CPS,U.S. Bureau of Labor Statistics Current Population Survey,Y
2214,Work-Related Deaths across All Industries,883,1,Estimated Annual Rate,"<p>Number of fatal work-related injuries occurring in NYC and reported to the U.S. Bureau of Labor Statistics, divided by the size of the NYC workforce, expressed as deaths per 10,000 workers.</p>",64,"per 10,000 employed",64,US BLS CFOI,U.S. Bureau of Labor Statistics Census of Fatal Occupational Injuries,Y
2215,Work-Related Deaths in the Construction Industry Citywide,884,2,Number,<p><span>Number of fatal construction injuries occurring in NYC and reported to the U.S. Bureau of Labor Statistics Census of Fatal Occupational Injuries.&nbsp;</span></p>,10,,64,US BLS CFOI,U.S. Bureau of Labor Statistics Census of Fatal Occupational Injuries,Y
2215,Work-Related Deaths in the Construction Industry Citywide,885,257,Annual rate,"<p><span>Number of fatal construction injuries occurring in NYC and reported to the U.S. Bureau of Labor Statistics, divided by the NYC construction workforce, </span><span>expressed as deaths per 10,000 workers.</span></p>",64,"per 10,000 employed",64,US BLS CFOI,U.S. Bureau of Labor Statistics Census of Fatal Occupational Injuries,Y
2215,Work-Related Deaths in the Construction Industry Citywide,885,257,Annual rate,"<p><span>Number of fatal construction injuries occurring in NYC and reported to the U.S. Bureau of Labor Statistics, divided by the NYC construction workforce, </span><span>expressed as deaths per 10,000 workers.</span></p>",64,"per 10,000 employed",66,US BLS CPS,U.S. Bureau of Labor Statistics Current Population Survey,Y
2216,Children under 6 years with elevated blood lead levels by NTA,886,230,Average Annual Number BLL >=5 µg/dL,"<p>Sum of the number of children under 6 years of age with blood lead levels (BLL) 5 mcg/dL or greater over the time period, divided by the number of years in the time period. While children can receive more than one test during the calendar year, for this measure children are only counted once per year using the highest confirmed blood lead level during the calendar year. If the child does not have a confirmed test in a given year, the child&rsquo;s blood lead level is based on the highest capillary or unknown test type.&nbsp;<a href=""http://a816-dohbesp.nyc.gov/IndicatorPublic/EPHTPDF/Childhood_Lead_Exposure_Definitions_June_2016.pdf"" target=""_blank"">Read more&nbsp;</a>about different measures used by the Health Department for surveillance of childhood lead poisoning.</p>",10,,8,NYC Healthy Homes Program,New York City Healthy Homes Program,Y
,,,,,<ul>,,,,,,
,,,,,"<li>For the purpose of providing data for small geographic areas, multiple years of data were combined to get sufficient numbers of observations to make more reliable estimates for a greater number of neighborhood tabulation areas (NTAs).</li>",,,,,,
,,,,,"<li>Annual numbers and rates of children under 6 years of age with elevated blood lead levels at the citywide, borough, and United Hospital Fund neighborhood level are available <a href=""http://a816-dohbesp.nyc.gov/IndicatorPublic/VisualizationData.aspx?id=2184,4466a0,14,Summarize"">here</a>. &nbsp;&nbsp;</li>",,,,,,
,,,,,</ul>,,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
2216,Children under 6 years with elevated blood lead levels by NTA,887,231,Average Annual Number Tested,"<p>Average annual number of children under 6 years of age tested for lead poisoning. Children may be tested multiple times in a given year but for this measure are only counted once per year. All children are counted regardless of blood specimen type (confirmed or unconfirmed). Numbers are rounded to nearest 10. <a href=""http://a816-dohbesp.nyc.gov/IndicatorPublic/EPHTPDF/Childhood_Lead_Exposure_Definitions_June_2016.pdf"">Read more</a> about definitions and measures used by the Health Department for surveillance of childhood lead poisoning.&nbsp;</p>",10,,8,NYC Healthy Homes Program,New York City Healthy Homes Program,Y
2216,Children under 6 years with elevated blood lead levels by NTA,888,209,Rate BLL >=5 µg/dL,"<p>Number of children under 6 years of age tested with blood lead levels (BLL) 5 mcg/dL or greater, divided by the total number of children under 6 years of age who were tested; expressed as cases per 1,000 tested. While children can receive more than one test during the calendar year, for this measure children are only counted once per year using the highest confirmed blood lead level during the calendar year. If the child does not have a confirmed test in a given year, the child&rsquo;s blood lead level is based on the highest capillary or unknown test type.&nbsp;<a href=""http://a816-dohbesp.nyc.gov/IndicatorPublic/EPHTPDF/Childhood_Lead_Exposure_Definitions_June_2016.pdf"" target=""_blank"">Read more&nbsp;</a>about different measures used by the Health Department for surveillance of childhood lead poisoning.</p>",18,"per 1,000 tested",8,NYC Healthy Homes Program,New York City Healthy Homes Program,Y
,,,,,<ul>,,,,,,
,,,,,"<li>For the purpose of providing data for small geographic areas, multiple years of data were combined to get sufficient numbers of observations to make more reliable estimates for a greater number of neighborhood tabulation areas (NTAs).&nbsp;</li>",,,,,,
,,,,,"<li>Annual numbers and rates of children under 6 years of age with elevated blood lead levels at the citywide, borough, and United Hospital Fund neighborhood level are available&nbsp;<a href=""http://a816-dohbesp.nyc.gov/IndicatorPublic/VisualizationData.aspx?id=2184,4466a0,14,Summarize"">here</a>. &nbsp;&nbsp;</li>",,,,,,
,,,,,</ul>,,,,,,
,,,,,"<p><a href=""http://a816-dohbesp.nyc.gov/IndicatorPublic/EPHTPDF/Childhood_Lead_Exposure_Definitions_June_2016.pdf"" target=""_blank"">&nbsp;</a></p>",,,,,,
2218,Babesiosis,1006,2,Number,"<p>Number of cases meeting the<a href=""https://wwwn.cdc.gov/nndss/conditions/babesiosis/case-definition/2011/""> national case definition</a></p>",10,,65,NYC DOHMH Bureau of Communicable Disease,NYC DOHMH Bureau of Communicable Disease,Y
2218,Babesiosis,1007,28,Age-Adjusted Rate,"<p><span><a href=""http://a816-dohbesp.nyc.gov/IndicatorPublic/Glossary.aspx#Age_adjusted_rates"" target=""_blank"">Age-adjusted rates</a>&nbsp;were calculated per 100,000 population using NYC DOHMH population estimates, modified from US Census Bureau interpolated intercensal estimates, updated April 2017.</span></p>",22,"per 100,000",65,NYC DOHMH Bureau of Communicable Disease,NYC DOHMH Bureau of Communicable Disease,Y
2218,Babesiosis,1008,1,Estimated Annual Rate,"<p><span>Crude Rate&nbsp;</span><span>per 100,000 Population</span></p>",22,"per 100,000",65,NYC DOHMH Bureau of Communicable Disease,NYC DOHMH Bureau of Communicable Disease,Y
2232,Self-Reported Health,894,266,"Reporting Excellent, Very Good, or Good Health","<p>Estimated number of adults who report their overall health as &ldquo;excellent,&rdquo; ""very good"" or &ldquo;good&rdquo; on a scale of one to five (excellent, very good, good, fair or poor), rounded to the nearest 1,000.</p>",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2232,Self-Reported Health,1059,342,"Percent Excellent, Very Good, or Good Health","<p><span>Estimated number of adults who report their overall health as &ldquo;excellent,&rdquo; ""very good"" or &ldquo;good&rdquo; on a scale of one to five (excellent, very good, good, fair or poor), divided by all adults; expressed as percent.</span></p>",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2235,Adults Reporting Personal Use of Pesticides,934,262,Any use of Tempo or Chinese Chalk - %,"<p>Estimated number of adults who reported using any illegal methods of&nbsp;pesticide (Tempo or Chinese Chalk) inside of the home to control insects, among pesticide users in the past 12 months,&nbsp;divided by all adults in the area; expressed as percent.</p>",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2235,Adults Reporting Personal Use of Pesticides,936,260,Spray/Bomb Only - %,"<p>Estimated number of adults who reported using any ineffective methods of pesticide (Sprays or Foggers) inside of the home to control insects, among pesticide users in the past 12 months, divided by all adults in the area; expressed as percent.</p>",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2235,Adults Reporting Personal Use of Pesticides,939,259,"Only Safer Methods (Bait,Gel, Boric Acid) - Number","<p>Estimated number of adults who reported using only safe methods of pesticide (Bait, Gel, or Boric acid) inside of the home to control insects, among pesticide users in the past 12 months, rounded to the nearest 1,000.</p>",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2235,Adults Reporting Personal Use of Pesticides,940,258,"Only Safer Methods (Bait,Gel, Boric Acid) - %","<p>Estimated number of adults who reported using only safe methods of pesticide (Bait, Gel, or Boric acid) inside of the home to control insects, among pesticide users in the past 12 months, divided by all adults in the area; expressed as percent.</p>",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2235,Adults Reporting Personal Use of Pesticides,941,264,Any Use - Number,"<p>Estimated number of adults who reported using any pesticide inside of the home to control insects in the past 12 months, rounded to the nearest 1,000.</p>",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2235,Adults Reporting Personal Use of Pesticides,942,265,Any Use - %,"<p>Estimated number of adults who reported using any pesticide inside of the home to control insects in the past 12 months, divided by all adults in the area; expressed as percent.</p>",10,,40,NYC Child CHS,New York City Child Community Health Survey,Y
2235,Adults Reporting Personal Use of Pesticides,942,265,Any Use - %,"<p>Estimated number of adults who reported using any pesticide inside of the home to control insects in the past 12 months, divided by all adults in the area; expressed as percent.</p>",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2236,Adults Reporting Driving in the Last 30 Days,898,2,Number,"<p>Estimated number of adults who reported driving in NYC in the last 30 days, <span>rounded to the nearest 1,000.</span></p>",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2236,Adults Reporting Driving in the Last 30 Days,899,5,Percent,<p>Estimated percent of adults who reported driving in NYC in the last 30 days<span>; expressed as a percent</span>.</p>,10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2237,Adults Reporting Messaging While Driving in the Last 30 Days,900,2,Number,"<p>Estimated number of adult drivers (drove in the last 30 days) who responded &ldquo;often&rdquo;, &ldquo;sometimes&rdquo; or &ldquo;rarely&rdquo; to the question:</p>",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
,,,,,"<p>&ldquo;In the past 30 days, when you drove in New York City, how often have you read or sent a text message or email while you were driving?&rdquo;&nbsp;</p>",,,,,,
2237,Adults Reporting Messaging While Driving in the Last 30 Days,901,5,Percent,"<p>Estimated percent of adult drivers&nbsp;(drove in the last 30 days) who responded &ldquo;often&rdquo;, &ldquo;sometimes&rdquo; or &ldquo;rarely&rdquo; to the question:</p>",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
,,,,,"<p>&ldquo;In the past 30 days, when you drove in New York City, how often have you read or sent a text message or email while you were driving?&rdquo;</p>",,,,,,
2238,Adults Reporting Speeding in the Last 30 Days,902,2,Number,"<p>Estimated number of adult drivers&nbsp;(drove in the last 30 days)&nbsp;who responded &ldquo;often&rdquo;, &ldquo;sometimes&rdquo; or &ldquo;rarely&rdquo; to the question:</p>",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
,,,,,"<p>&nbsp;&ldquo;In the past 30 days, when you drove in New York City, how often did you drive 10 miles per hour or more over the posted speed limit?&rdquo;&nbsp;</p>",,,,,,
2238,Adults Reporting Speeding in the Last 30 Days,903,5,Percent,"<p>Estimated percent of adult drivers&nbsp;(drove in the last 30 days)&nbsp;who responded &ldquo;often&rdquo;, &ldquo;sometimes&rdquo; or &ldquo;rarely&rdquo; to the question:</p>",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
,,,,,"<p>&nbsp;&ldquo;In the past 30 days, when you drove in New York City, how often did you drive 10 miles per hour or more over the posted speed limit?&rdquo;&nbsp;</p>",,,,,,
2239,Work-Related Deaths in the Construction Industry by Borough,904,220,3-Year Total Number,<p><span>Number of fatal construction injuries occurring in NYC by borough in which the injury occurred.</span></p>,10,,4,NYC BVS,New York City Bureau of Vital Statistics,Y
2239,Work-Related Deaths in the Construction Industry by Borough,904,220,3-Year Total Number,<p><span>Number of fatal construction injuries occurring in NYC by borough in which the injury occurred.</span></p>,10,,67,OCME,NYC Office of Chief Medical Examiner,Y
2239,Work-Related Deaths in the Construction Industry by Borough,904,220,3-Year Total Number,<p><span>Number of fatal construction injuries occurring in NYC by borough in which the injury occurred.</span></p>,10,,68,U.S. Department of Labor BLS CPS,U.S. Bureau of Labor Statistics Current Population Survey,Y
2312,Commercial Insecticide Use,953,280,All Liquids,"<p><span>Sum of gallons (gal) of liquid pesticide applications that meet the following qualifications: classified as insect growth regulator, insecticide, miticide, mechanical, or termiticide.</span></p>",68,gal,13,NYS PSUR,New York State Pesticide Sales and Use Registry (PSUR),Y
2312,Commercial Insecticide Use,954,279,All Solids,"<p><span>Sum of pounds (lb) of solid pesticide applications that meet the following qualifications: classified as insect growth regulator, insecticide, miticide, ""mechanical"", or termiticide.</span></p>",67,lb,13,NYS PSUR,New York State Pesticide Sales and Use Registry (PSUR),Y
2312,Commercial Insecticide Use,955,282,Carbamate Liquids,"<p><span>Sum of gallons (gal) of liquid pesticide applications that meet the following qualifications: classified as insect growth regulator, insecticide, miticide, or termiticide; and containing active ingredient of the chemical class N-methyl carbamate</span></p>",68,gal,13,NYS PSUR,New York State Pesticide Sales and Use Registry (PSUR),Y
2312,Commercial Insecticide Use,956,281,Carbamate Solids,"<p><span>Sum of pounds (lb) of solid pesticide applications that meet the following qualifications: classified as insect growth regulator, insecticide, miticide, or termiticide; and containing active ingredients of the chemical class N-methyl carbamate</span></p>",67,lb,13,NYS PSUR,New York State Pesticide Sales and Use Registry (PSUR),Y
2312,Commercial Insecticide Use,957,284,Organophosphate Liquids,"<p><span>Sum of gallons (gal) of liquid pesticide applications that meet the following qualifications: classified as insect growth regulator, insecticide, miticide, or termiticide; and containing active ingredient of the chemical class organophosphorous compound.</span></p>",68,gal,13,NYS PSUR,New York State Pesticide Sales and Use Registry (PSUR),Y
2312,Commercial Insecticide Use,958,283,Organophosphate Solids,"<p><span>Sum of pounds (lb) of solid pesticide applications that meet the following qualifications: classified as insect growth regulator, insecticide, miticide, or termiticide; and containing active ingredient of the chemical class organophosphorous compound.</span></p>",67,lb,13,NYS PSUR,New York State Pesticide Sales and Use Registry (PSUR),Y
2312,Commercial Insecticide Use,959,286,Pyrethroid/ Pyrethrin Liquids,"<p><span>Sum of gallons (gal) of liquid pesticide applications that meet the following qualifications: classified as insect growth regulator, insecticide, miticide, or termiticide; and containing active ingredient of the chemical class pyrethrin or pyrethroid.</span></p>",68,gal,13,NYS PSUR,New York State Pesticide Sales and Use Registry (PSUR),Y
2312,Commercial Insecticide Use,960,285,Pyrethroid/ Pyrethrin Solids,"<p><span>Sum of pounds (lb) of solid pesticide applications that meet the following qualifications: classified as insect growth regulator, insecticide, miticide, or termiticide; and containing active ingredient of the chemical class pyrethrin or pyrethroid.</span></p>",67,lb,13,NYS PSUR,New York State Pesticide Sales and Use Registry (PSUR),Y
2312,Commercial Insecticide Use,966,293,Best Practice Products,"<p><span>Sum of pounds (lb) of solid pesticide applications that meet the following qualifications: classified as insect growth regulator, insecticide, miticide, or termiticide; having the term bait or gel in the product name, or containing active ingredients boric acid, disodium octaborate tetrahydrate, sodium tetraborate (pentahydrate), indoxacarb, silica gel, diatomaceous earth, (Z)-9-tricosene, S-methoprene, spinosad, hydramethylnon, pyriproxyfen, or fipronil; and not containing active ingredients of the chemical classes pyrethrins, pyrethroids, N-methyl carbamates or organophosphorous compounds.</span></p>",67,lb,13,NYS PSUR,New York State Pesticide Sales and Use Registry (PSUR),Y
2317,Jail Incarceration,973,1,Estimated Annual Rate,"<p>Crude rate of of incarcerated adults in NYC Department of Correction facilities per 1,000 population ages 18 and older.</p>",70,"per 1,000 adults",71,NYCD,New York City Department of Correction,Y
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,<p>Addresses at admission to New York City Department of Correction facilities were geocoded; 69% of all records could be geocoded to a valid NTA. Data were limited to those ages 18 years of age and older and deduplicated by individuals' unique ID numbers and NTAs of residence. The six years of count data were annualized by dividing by six.</p>,,,,,,
2322,Premature Mortality,983,28,Age-Adjusted Rate,"<p>Average annual rate of premature deaths (death before age 65) per 100,000 population.</p>",22,"per 100,000",4,NYC BVS,New York City Bureau of Vital Statistics,Y
