subtopic_id,Subtopic,internal_id,Indicator,short_name,label,description,message
,,,,,,"<p><a title=""CDC Babesiosis"" href=""https://www.cdc.gov/parasites/babesiosis/index.html"" target=""_blank"">CDC Babesiosis&nbsp;</a></p>",
,,,,,,"<p><a href=""https://wwwn.cdc.gov/nndss/conditions/babesiosis/case-definition/2011/""><span>National Surveillance Babesiosis Case Definition</span>&nbsp;</a></p>",
116,Vector-borne Disease,2340,West Nile virus,,West Nile virus,"<p>West Nile virus (WNV) is an arbovirus which is transmitted through the bite of infected mosquitoes; in NYC, the mosquitoes that transmit WNV are primarily Culex pipiens as well as Culex restuans and Culex salinarius. While most people who are infected will not go on to develop symptoms, about 20% can experience mild or moderate illness and more rarely, neuroinvasive disease which can present as encephalitis or meningitis.&nbsp; Most of the West Nile disease cases detected by the New York City Department of Health and Mental Hygiene represent neuroinvasive disease as these patients are more likely to seek care.&nbsp; &nbsp;More specific West Nile viral disease data is available on the Health Department <a href=""http://www1.nyc.gov/site/doh/health/health-topics/west-nile-virus-reports.page"">website</a>.</p>",West Nile virus
125,Violence,2400,Non-fatal Assault Emergency Department Visits,,Non-fatal Assault Emergency Department Visits,"<p>Violence is frequently described through homicide statistics.&nbsp;While it is a leading cause of death and captures the most severe form of violence, non-fatal violence-related injuries resulting in emergency department visits are much more common and help paint the larger picture on the burden of violence and its impact on the health and future of individuals, families, and communities.</p>",Non-fatal Assault Emergency Department Visits
125,Violence,2375,Non-fatal Assault Hospitalizations,,Non-fatal Assault Hospitalizations,"<p>Violence is frequently described through homicide statistics.&nbsp;While it is a leading cause of death and captures the most severe form of violence, non-fatal violence-related injuries resulting in hospitalizations are much more common and help paint the larger picture on the burden of violence and its impact on the health and future of individuals, families, and communities.</p>",Non-fatal Assault Hospitalizations
117,Vulnerability,2232,Self-Reported Health,,Self-Reported Health,,
119,"Walking, Driving, and Cycling",2236,Adults Reporting Driving in the Last 30 Days,,Adults Reporting Driving in the Last 30 Days,,
119,"Walking, Driving, and Cycling",2237,Adults Reporting Messaging While Driving in the Last 30 Days,,Adults Reporting Messaging While Driving in the Last 30 Days,,
119,"Walking, Driving, and Cycling",2238,Adults Reporting Speeding in the Last 30 Days,,Adults Reporting Speeding in the Past 30 Days,,
119,"Walking, Driving, and Cycling",2058,Adults Who Walk or Bike for Transportation,,Adults Who Walk or Bike for Transportation,,
119,"Walking, Driving, and Cycling",2173,Bike for Transportation in the Past 7 Days,,Bike for Transportation in the Past 7 Days,,Bike for Transportation in Past 7 Days
119,"Walking, Driving, and Cycling",2059,Monthly Bicycle Use,Bicycling,Monthly Bicycle Use,Monthly bicycle use is an indicator of physical activity and regular cycling.,
119,"Walking, Driving, and Cycling",2172,Walk for Transportation in the Past 7 Days,,Walk for Transportation in the Past 7 Days,,Walk for Transportation in Past 7 Days
85,Water Supply,2001,Drinking Water Demand,,Drinking Water Demand,,
85,Water Supply,2009,Drinking Water Quality,,Drinking Water Quality,,
89,Waterways,2008,New York Harbor Water Quality,,New York Harbor Water Quality,,
100,Weather-Related Illness,2410,5-Year Heat Stress Hospitalizations,,5-Year Heat Stress Hospitalizations,<p>5-Year Heat Stress Hospitalizations</p>,5-Year Heat Stress Hospitalizations
100,Weather-Related Illness,2376,Cold Stress Deaths,,Cold Stress Deaths,,Cold Stress Deaths
100,Weather-Related Illness,2175,Cold Stress Emergency Department Visits,,Cold Stress Emergency Department Visits,,Cold Stress Emergency Department Visits
100,Weather-Related Illness,2174,Cold Stress Hospitalizations,,Cold Stress Hospitalizations,,Cold Stress Hospitalizations
100,Weather-Related Illness,2084,Heat Events,,Heat Events,,
100,Weather-Related Illness,2074,Heat Stress Deaths,,Heat Stress Deaths,,
100,Weather-Related Illness,2075,Heat Stress Emergency Department Visits,Heat ED visits,Heat Stress Emergency Department Visits,ED visits due to heat stress represent part of the public health burden of extreme heat.,
100,Weather-Related Illness,2076,Heat Stress Hospitalizations,Heat hospitalizations,Heat Stress Hospitalizations,Hospitalizations due to heat stress represent part of the public health burden of extreme heat.,
100,Weather-Related Illness,2191,Heat Vulnerability Index,,Heat Vulnerability Index,"<p><span>The New York City (NYC) Heat Vulnerability Index (HVI) is a measure of how the risk of heat-related illness or death differs across neighborhoods. Neighborhood risk factors that increase heat- vulnerability in NYC are: less home air conditioning, less green space, hotter surface temperatures, and more residents who are low-income or non-Latinx Black. Differences in these risk factors across neighborhoods are rooted in past and present racism.&nbsp;</span></p>",Heat Vulnerability Index
100,Weather-Related Illness,2411,Heat Vulnerability Index by NTA,,Heat Vulnerability Index by NTA,"<p><span>The New York City (NYC) Heat Vulnerability Index (HVI) is a measure of how the risk of heat-related illness or death differs across neighborhoods. Neighborhood risk factors that increase heat- vulnerability in NYC are: less home air conditioning, less green space, hotter surface temperatures, and more residents who are low-income or non-Latinx Black. Differences in these risk factors across neighborhoods are rooted in past and present racism.</span></p>",Heat Vulnerability Index by NTA
,,,,,,<p>&nbsp;</p>,
115,Worker Health,2209,Elevated Blood Lead Levels among Persons Aged 16 or Older,,Elevated&nbsp;Blood Lead Levels among&nbsp;&nbsp;Persons Aged 16 or Older,"<p>In New York City, the most common cause of <a href=""http://www1.nyc.gov/site/doh/health/health-topics/lead-poisoning-prevention.page"" target=""_blank"">lead poisoning</a> in non-pregnant adults is from occupational exposure in the construction industry. Workers are exposed by breathing in or ingesting lead dust or fumes during renovations, repairs and demolitions that disturb old, lead based paint. Workers in other industries, as well as hobbyists, may be at risk if they work with lead-containing metal, paint, pigments, ceramic glazes or bullets. Adults can also be exposed to lead through the use of <a href=""http://www1.nyc.gov/site/doh/health/health-topics/lead-poisoning-hazardous-consumer-products.page"" target=""_blank"">lead-contaminated products</a>, such as certain imported health remedies or medicines, spices, foods, pottery and cosmetics.</p>",Employed adults with elevated blood lead levels
,,,,,,<p>&nbsp;</p>,
115,Worker Health,2211,Hospitalizations Billed to Workers Compensation,,Hospitalizations Billed to Workers&rsquo; Compensation,"<p><a href=""http://www.wcb.ny.gov/content/main/Workers/Workers.jsp"" target=""_blank"">Workers&rsquo; compensation</a> is a type of insurance that provides medical care for workers who are injured or become ill as a direct result of their job. Hospitalizations billed to <a href=""https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5929a1.htm"" target=""_blank"">workers' compensation</a> represent only a portion of work-related injuries that require hospital care. It is important to realize that workers&rsquo; compensation policies vary from state-to-state with respect to the types of workers covered and the types of injuries and illnesses eligible for compensation.</p>",Work Related Hospitalizations
115,Worker Health,2208,Hospitalizations for Asbestosis,,Hospitalizations for Asbestosis,"<p><a href=""http://www1.nyc.gov/site/doh/health/health-topics/asbestos.page"" target=""_blank"">Asbestos </a>is a naturally-occurring mineral which was commonly used as an insulation material until the 1970s. Inhaling high concentrations of asbestos fibers over a long time can produce lung inflammation and scarring resulting in the chronic lung disease called asbestosis, a type of pneumoconiosis. New York City construction, insulation, and shipyard workers who installed, disturbed, or removed asbestos without respiratory protection are at risk. Additionally, smokers who are exposed to asbestos have a greater risk of developing asbestos-related diseases than non-smokers. &nbsp;</p>",Asbestosis Hospitalizations
,,,,,,<p>&nbsp;</p>,
,,,,,,"<p>Typically it takes more than ten years from the time of exposure before symptoms develop. The use of proper protective masks is key to preventing the disease, since there is no treatment for this condition.</p>",
115,Worker Health,2210,Hospitalizations for Pneumoconiosis,,Hospitalizations for Pneumoconiosis,"<p><a href=""http://www.lung.org/lung-health-and-diseases/lung-disease-lookup/pneumoconiosis/"" target=""_blank"">Pneumoconiosis</a> is a general term given to any lung disease caused by breathing in certain particles or fibers over a prolonged period. Pneumoconiosis usually results from a workplace exposure&nbsp; The most common causes of pneumoconiosis include asbestos fibers (<a href=""http://www1.nyc.gov/site/doh/health/health-topics/asbestos.page"" target=""_blank"">asbestosis</a>), silica dust (<a href=""http://www.lung.org/lung-health-and-diseases/lung-disease-lookup/silicosis/?referrer=https://www.google.com/"" target=""_blank"">silicosis</a>), and coal dust (<a href=""https://www.cdc.gov/niosh/topics/cwhsp/coalminingrelatedrespiratorydiseases.html"" target=""_blank"">coal workers&rsquo; pneumoconiosis</a> or &ldquo;Black Lung Disease&rdquo;). There is no cure, but it can be prevented with appropriate respiratory protection.</p>",Pneumoconiosis Hospitalizations
115,Worker Health,2073,Perception of Neighborhood Safety,Neighborhood safety,Perception of Neighborhood Safety,"Whether people perceive their neighborhood as safe can affect whether they will spend time outside, use parks, and use active and sustainable forms of transportation. It can also affect mental well-being.",
115,Worker Health,2214,Work-Related Deaths across All Industries,,Work-Related Deaths across All Industries,"<p>Fatal work-related injuries include deaths resulting from unintentional injuries such as falls, acute poisonings, and motor vehicle crashes that occur during travel for work, and intentional injuries (i.e., homicides and suicides) that occur at work.&nbsp;Fatal injuries that occur during a person&rsquo;s commute to or from work are not included.</p>",
,,,,,,<p>&nbsp;</p>,
,,,,,,"<p>Data on work-related deaths are compiled by the&nbsp;Bureau of Labor Statistics (BLS) <a href=""https://www.bls.gov/iif/oshfat1.htm"" target=""_blank"">Census of Fatal Occupational Injuries</a> (CFOI). CFOI produces statistics on fatal work-related injuries&nbsp;by cross-referencing multiple sources, such as death certificates, workers' compensation reports, and Occupational Safety and Health Administration (OSHA) investigation reports.</p>",
115,Worker Health,2239,Work-Related Deaths in the Construction Industry by Borough,,Work-Related Deaths in the Construction Industry by Borough of Injury.,"<p>The New York City workforce is a diverse one and workplace risks are not distributed equally.&nbsp;Construction is the most dangerous industry in NYC, accounting for nearly a third of work-related injury&nbsp;deaths each year.</p>",
115,Worker Health,2215,Work-Related Deaths in the Construction Industry Citywide,,Work-Related Deaths in the Construction Industry Citywide,"<p>The New York City workforce is a diverse one and workplace risks are not distributed equally.&nbsp;Construction is the most dangerous industry in NYC, accounting for nearly a third of work-related injury&nbsp;deaths each year.&nbsp;Falls from scaffolds,&nbsp;ladders&nbsp;and roofs&nbsp;are the most common cause of&nbsp;<a href=""http://www1.nyc.gov/assets/doh/downloads/pdf/survey/construction-fatalities.pdf"" target=""_blank"">fatal injuries among&nbsp;construction workers</a>.</p>",Construction Fatalities (BLS)
